id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1258,1,720.9869984,0,0,345,12.866,3.133,0.409,-0.646,0.783,0.151,0.067
1258,2,825.509398,0,0,347,12.841,3.19,0.375,-0.629,0.795,0.141,0.063
1258,3,875.769325,0,1,329,12.867,3.119,0.38,-0.605,0.781,0.149,0.07
1258,4,1022.859002,0,1,314,12.94,3.124,0.395,-0.542,0.761,0.159,0.08
1259,1,1138.512245,0,0,362,11.264,2.967,0.561,0.013,0.829,0.105,0.066
1259,2,1188.446299,0,0,341,11.549,3.009,0.557,0.048,0.845,0.097,0.059
1259,3,1066.390599,0,1,373,11.488,2.957,0.547,0.024,0.853,0.097,0.051
1259,4,1172.892642,0,1,375,11.491,2.899,0.549,0.031,0.853,0.093,0.053
1260,1,899.8485189,0,0,601,11.326,2.905,0.581,0.312,0.621,0.3,0.08
1260,2,1059.663192,0,0,593,11.299,2.826,0.556,0.254,0.616,0.3,0.084
1260,3,1160.368176,0,1,594,11.175,2.894,0.571,0.261,0.616,0.29,0.094
1260,4,1339.299464,0,1,594,11.169,2.867,0.552,0.234,0.614,0.296,0.089
1261,1,872.9387264,0,0,273,11.288,2.96,0.553,0.295,0.451,0.432,0.117
1261,2,1057.288046,0,0,268,11.295,2.981,0.567,0.258,0.459,0.429,0.112
1261,3,1164.642023,0,1,264,11.342,3.023,0.572,0.232,0.455,0.413,0.133
1261,4,1173.039206,0,1,287,11.226,3.084,0.582,0.181,0.446,0.422,0.132
1262,1,893.3819162,0,0,506,10.91,3.16,0.623,0.535,0.605,0.265,0.13
1262,2,1167.549424,0,0,483,10.961,3.186,0.627,0.489,0.602,0.273,0.124
1262,3,1433.701711,0,1,573,10.827,3.141,0.639,0.409,0.585,0.271,0.145
1262,4,1613.567341,0,1,560,10.835,3.087,0.621,0.346,0.607,0.255,0.138
1263,1,803.1418018,0,0,437,12.242,2.842,0.432,-0.701,0.744,0.195,0.062
1263,2,675.0052965,0,0,422,12.269,2.841,0.415,-0.695,0.746,0.192,0.062
1263,3,803.6934534,0,1,413,12.225,2.867,0.385,-0.683,0.753,0.189,0.058
1263,4,763.1314018,0,1,381,12.266,2.887,0.399,-0.664,0.745,0.199,0.055
1264,1,1096.620376,0,0,186,11.062,3.199,0.548,0.191,0.586,0.237,0.177
1264,2,1056.925105,0,0,240,10.921,3.163,0.504,0.137,0.608,0.246,0.146
1264,3,1635.184195,0,1,235,11.056,3.128,0.511,0.159,0.591,0.247,0.162
1264,4,1405.468336,0,1,247,11.448,3.04,0.498,0.092,0.599,0.227,0.174
1265,1,909.9109933,1,0,3724,11.159,3.038,0.577,0.26,0.509,0.353,0.139
1265,2,1096.388707,1,0,3579,11.21,3.039,0.569,0.244,0.511,0.352,0.137
1265,3,1194.967273,1,1,3593,11.233,3.037,0.56,0.205,0.513,0.352,0.136
1265,4,1448.183852,1,1,3406,11.288,3.056,0.564,0.175,0.512,0.353,0.135
1266,1,824.0956486,0,0,918,11.77,3.032,0.512,-0.088,0.793,0.119,0.088
1266,2,1002.019486,0,0,972,11.653,3.019,0.509,-0.072,0.801,0.114,0.084
1266,3,1057.344897,0,1,966,11.731,3.018,0.487,-0.104,0.794,0.118,0.088
1266,4,1310.014009,0,1,953,11.656,3.004,0.486,-0.122,0.796,0.115,0.088
1267,1,771.2462975,0,0,590,11.79,3.131,0.573,0.199,0.786,0.117,0.097
1267,2,1056.116065,0,0,588,11.756,3.134,0.573,0.187,0.779,0.122,0.099
1267,3,1081.220286,0,1,588,11.879,3.116,0.561,0.077,0.779,0.122,0.099
1267,4,1215.228897,0,1,573,11.841,3.108,0.555,-0.015,0.778,0.12,0.101
1268,1,739.7028468,0,0,225,10.908,2.947,0.613,0.448,0.662,0.209,0.129
1268,2,966.1180311,0,0,252,11.075,2.996,0.587,0.276,0.651,0.198,0.151
1268,3,936.8207654,0,1,290,11.004,3.007,0.579,0.179,0.645,0.207,0.148
1268,4,1138.100384,0,1,269,11.025,2.929,0.565,0.146,0.628,0.219,0.152
1269,1,885.8469049,0,0,223,11.613,3.139,0.583,0.052,0.726,0.175,0.099
1269,2,1305.688719,0,0,241,11.504,3.149,0.573,0.052,0.734,0.158,0.108
1269,3,1218.268365,0,1,225,11.245,3.187,0.556,0.017,0.747,0.142,0.111
1269,4,1427.123893,0,1,220,11.547,3.145,0.555,-0.013,0.755,0.15,0.095
1270,1,852.3790061,1,0,417,11.463,2.942,0.58,0.155,0.863,0.096,0.041
1270,2,1002.093214,1,0,380,11.363,2.947,0.587,0.189,0.861,0.095,0.045
1270,3,1101.741272,1,1,371,11.415,2.933,0.585,0.182,0.86,0.094,0.046
1270,4,1262.468365,1,1,410,11.686,2.824,0.544,0.048,0.861,0.098,0.041
1271,1,1002.516779,0,0,394,11.237,3.132,0.528,0.167,0.739,0.183,0.079
1271,2,868.8559109,0,0,395,11.334,3.116,0.511,0.166,0.732,0.19,0.078
1271,3,979.3084309,0,1,414,11.362,3.087,0.507,0.12,0.751,0.174,0.075
1271,4,1151.613732,0,1,419,11.464,3.105,0.508,0.088,0.745,0.179,0.076
1272,1,768.1292675,1,0,200,11.474,3.035,0.51,0.069,0.87,0.105,0.025
1272,2,1147.484226,1,0,197,11.65,2.995,0.503,0.038,0.868,0.107,0.025
1272,3,904.1598581,1,1,199,11.744,2.975,0.513,0.026,0.864,0.116,0.02
1272,4,1094.996678,1,1,240,11.449,2.804,0.529,-0.057,0.858,0.112,0.029
1273,1,782.3791011,0,0,311,12.097,3.064,0.482,-0.319,0.73,0.17,0.1
1273,2,889.964921,0,0,303,12.159,3.036,0.479,-0.288,0.726,0.172,0.102
1273,3,1171.140044,0,1,277,12.163,3.094,0.484,-0.292,0.755,0.155,0.09
1273,4,997.4334677,0,1,252,12.264,3.179,0.476,-0.302,0.746,0.171,0.083
1274,1,687.0737364,1,0,226,11.341,3.053,0.482,0.119,0.823,0.093,0.084
1274,2,880.6326799,1,0,231,11.275,3.1,0.515,0.134,0.827,0.091,0.082
1274,3,1032.946912,1,1,224,11.218,3.134,0.518,0.145,0.821,0.089,0.089
1274,4,1232.504965,1,1,230,11.331,3.135,0.461,0.023,0.83,0.083,0.087
1275,1,632.1168464,1,0,200,11.313,2.91,0.59,0.235,0.675,0.15,0.175
1275,2,1167.105484,1,0,196,11.066,2.827,0.566,0.259,0.658,0.163,0.179
1275,3,941.5615841,1,1,188,11.25,2.814,0.553,0.149,0.638,0.181,0.181
1275,4,1086.160062,1,1,183,11.487,2.781,0.525,0.057,0.628,0.202,0.169
1276,1,636.081393,0,0,281,11.241,2.911,0.498,-0.086,0.69,0.199,0.11
1276,2,758.184625,0,0,278,11.248,2.935,0.5,-0.072,0.687,0.201,0.112
1276,3,1071.883278,0,1,260,11.169,2.919,0.512,-0.033,0.7,0.192,0.108
1276,4,1269.768204,0,1,253,11.303,2.964,0.53,-0.03,0.696,0.194,0.111
1277,1,985.8276097,0,0,718,11.079,3.156,0.627,0.364,0.675,0.175,0.149
1277,2,1133.419878,0,0,699,10.971,3.134,0.624,0.378,0.68,0.172,0.149
1277,3,1194.022642,0,1,728,10.864,3.102,0.613,0.325,0.676,0.177,0.147
1277,4,1571.987915,0,1,725,10.959,3.08,0.607,0.264,0.677,0.179,0.143
1278,1,836.7237595,0,0,293,12.107,3.01,0.461,-0.285,0.785,0.137,0.078
1278,2,816.6935956,0,0,280,11.933,2.954,0.439,-0.3,0.786,0.139,0.075
1278,3,777.51271,0,1,254,11.814,2.969,0.457,-0.283,0.787,0.138,0.075
1278,4,913.8972086,0,1,315,11.647,2.978,0.448,-0.318,0.765,0.165,0.07
1279,1,780.941415,1,0,920,11.586,3.041,0.518,-0.014,0.515,0.391,0.093
1279,2,978.2046598,1,0,920,11.617,3.075,0.523,-0.029,0.513,0.389,0.098
1279,3,985.3682299,1,1,923,11.6,3.059,0.532,-0.033,0.512,0.387,0.101
1279,4,1142.393016,1,1,941,11.684,3.083,0.521,-0.03,0.501,0.395,0.104
1280,1,1030.00243,0,0,298,11.707,3.084,0.53,-0.026,0.547,0.232,0.221
1280,2,844.0355506,0,0,286,11.827,3.059,0.524,-0.012,0.542,0.231,0.227
1280,3,1270.036594,0,1,288,11.861,3.073,0.531,-0.012,0.552,0.243,0.205
1280,4,1262.013197,0,1,296,11.985,2.959,0.534,-0.051,0.588,0.23,0.182
1281,1,818.7522937,0,0,539,11.535,3.104,0.538,0.003,0.64,0.315,0.045
1281,2,975.7633358,0,0,549,11.506,3.062,0.534,-0.037,0.647,0.311,0.042
1281,3,887.6507973,0,1,641,11.525,3.025,0.529,-0.074,0.635,0.321,0.044
1281,4,1070.437953,0,1,618,11.623,3.036,0.523,-0.074,0.642,0.312,0.045
1282,1,744.1624369,0,0,241,10.902,2.876,0.589,0.315,0.817,0.145,0.037
1282,2,1287.338356,0,0,251,11.105,2.952,0.574,0.238,0.821,0.147,0.032
1282,3,1512.253449,0,1,244,11.285,2.926,0.541,0.189,0.803,0.164,0.033
1282,4,1468.893714,0,1,240,11.376,2.975,0.529,0.112,0.796,0.175,0.029
1283,1,796.7621068,1,0,550,12.237,3.018,0.493,-0.292,0.76,0.113,0.127
1283,2,1038.34482,1,0,534,12.145,3.017,0.506,-0.235,0.755,0.109,0.137
1283,3,972.9475671,1,1,528,12.031,2.992,0.498,-0.261,0.761,0.11,0.129
1283,4,1028.725442,1,1,516,12.023,3.025,0.508,-0.268,0.756,0.109,0.136
1284,1,808.3083501,1,0,189,11,2.942,0.608,0.254,0.598,0.238,0.164
1284,2,1203.06773,1,0,207,11.204,2.903,0.618,0.118,0.618,0.227,0.155
1284,3,1259.38965,1,1,204,11.223,2.833,0.613,0.119,0.632,0.221,0.147
1284,4,1253.03148,1,1,213,11.225,2.812,0.587,0.009,0.606,0.211,0.183
1285,1,736.9861044,1,0,287,11.944,3.167,0.488,-0.141,0.763,0.153,0.084
1285,2,875.1451749,1,0,296,11.858,3.186,0.507,-0.123,0.764,0.152,0.084
1285,3,1010.31356,1,1,289,11.81,3.145,0.512,-0.126,0.761,0.159,0.08
1285,4,1192.936998,1,1,309,11.938,3.168,0.492,-0.188,0.77,0.142,0.087
1286,1,977.0289715,0,0,700,11.442,3.123,0.593,0.139,0.446,0.324,0.23
1286,2,998.3984002,0,0,689,11.52,3.147,0.578,0.112,0.446,0.316,0.238
1286,3,1144.06164,0,1,695,11.504,3.187,0.576,0.091,0.445,0.309,0.246
1286,4,1432.665222,0,1,673,11.435,3.155,0.557,0.085,0.44,0.315,0.245
1287,1,698.6079886,0,0,319,11.554,2.771,0.451,-0.059,0.693,0.213,0.094
1287,2,879.5903194,0,0,313,11.42,2.796,0.463,-0.051,0.7,0.214,0.086
1287,3,935.8289569,0,1,302,11.601,2.858,0.45,-0.12,0.702,0.205,0.093
1287,4,898.867547,0,1,332,11.65,2.94,0.458,-0.149,0.726,0.193,0.081
1288,1,746.899228,1,0,211,11.027,3.104,0.616,0.543,0.72,0.142,0.137
1288,2,1074.148808,1,0,234,11.032,3.141,0.632,0.477,0.714,0.141,0.145
1288,3,1491.228638,1,1,250,11.125,3.124,0.596,0.409,0.68,0.176,0.144
1288,4,1881.235057,1,1,245,11.127,3.143,0.596,0.397,0.673,0.18,0.147
1289,1,810.8635636,0,0,1460,11.742,2.996,0.515,-0.101,0.828,0.093,0.079
1289,2,952.1141335,0,0,1423,11.711,3.011,0.525,-0.053,0.826,0.094,0.079
1289,3,1160.357955,0,1,1305,11.71,3.026,0.527,-0.041,0.827,0.095,0.078
1289,4,1315.054334,0,1,1369,11.656,3.029,0.531,-0.028,0.822,0.099,0.078
1290,1,719.521391,1,0,953,11.605,2.971,0.518,-0.044,0.607,0.237,0.156
1290,2,1028.536185,1,0,934,11.629,2.951,0.52,-0.047,0.607,0.236,0.157
1290,3,971.152889,1,1,908,11.75,2.968,0.519,-0.099,0.609,0.233,0.157
1290,4,1278.36764,1,1,896,11.711,2.949,0.529,-0.116,0.598,0.235,0.166
1291,1,907.0560529,1,0,168,11.477,3.06,0.53,0.034,0.815,0.089,0.095
1291,2,1152.546411,1,0,163,11.293,2.969,0.534,0.032,0.816,0.074,0.11
1291,3,1220.221547,1,1,290,11.419,2.979,0.51,-0.237,0.834,0.079,0.086
1291,4,1491.881251,1,1,280,11.432,2.936,0.507,-0.253,0.825,0.089,0.086
1292,1,1217.818796,1,0,168,11.474,3.006,0.53,0.011,0.708,0.196,0.095
1292,2,1504.045499,1,0,177,11.343,2.955,0.531,-0.028,0.723,0.175,0.102
1292,3,1106.493805,1,1,165,11.105,2.994,0.509,-0.046,0.721,0.176,0.103
1292,4,1238.601153,1,1,165,11.143,3.061,0.588,0.01,0.733,0.194,0.073
1293,1,907.7003031,0,0,368,10.86,3.024,0.62,0.311,0.367,0.364,0.269
1293,2,948.7947905,0,0,363,11.108,3.03,0.603,0.224,0.366,0.355,0.278
1293,3,1282.421769,0,1,351,11.169,2.991,0.607,0.214,0.362,0.368,0.271
1293,4,1523.368982,0,1,361,11.105,2.972,0.612,0.172,0.349,0.38,0.271
1294,1,681.078185,1,0,244,11.46,3.053,0.533,0.103,0.799,0.152,0.049
1294,2,967.4520033,1,0,271,11.55,3.055,0.539,-0.02,0.786,0.155,0.059
1294,3,1197.463889,1,1,277,11.515,3.032,0.56,0.026,0.78,0.159,0.061
1294,4,1332.59985,1,1,257,11.346,3.07,0.576,0.067,0.786,0.16,0.054
1295,1,851.5649625,1,0,797,11.143,2.966,0.533,0.144,0.67,0.178,0.152
1295,2,1083.31029,1,0,780,11.237,2.968,0.532,0.125,0.658,0.19,0.153
1295,3,1189.692966,1,1,748,11.153,2.963,0.517,0.123,0.659,0.184,0.156
1295,4,1274.226326,1,1,757,11.174,2.951,0.527,0.085,0.664,0.189,0.147
1296,1,1146.650767,0,0,2285,10.924,2.989,0.626,0.523,0.735,0.203,0.062
1296,2,1356.298599,0,0,2158,10.994,2.995,0.62,0.486,0.726,0.21,0.064
1296,3,1487.826665,0,1,2128,11.091,2.962,0.604,0.393,0.73,0.206,0.064
1296,4,1621.303383,0,1,2102,11.162,2.963,0.597,0.329,0.728,0.206,0.067
1297,1,939.1093118,1,0,426,11.438,3.07,0.545,0.124,0.653,0.244,0.103
1297,2,1130.402396,1,0,426,11.566,3.082,0.528,0.041,0.634,0.263,0.103
1297,3,1267.883635,1,1,419,11.826,3.076,0.527,-0.078,0.618,0.282,0.1
1297,4,1465.208681,1,1,409,11.702,3.078,0.538,-0.086,0.631,0.271,0.098
1298,1,738.4779547,1,0,259,11.38,2.981,0.541,0.061,0.822,0.131,0.046
1298,2,947.1894371,1,0,239,11.309,3.004,0.548,0.126,0.82,0.13,0.05
1298,3,1130.861085,1,1,246,11.252,3.049,0.528,0.019,0.817,0.126,0.057
1298,4,1400.908372,1,1,263,11.283,3.034,0.517,-0.089,0.783,0.144,0.072
1299,1,942.2330537,1,0,216,11.943,2.88,0.486,-0.051,0.731,0.157,0.111
1299,2,953.2477769,1,0,221,12.155,2.891,0.484,-0.127,0.715,0.176,0.109
1299,3,1139.396304,1,1,243,12.454,2.909,0.477,-0.244,0.712,0.185,0.103
1299,4,1323.724795,1,1,229,12.467,2.921,0.485,-0.218,0.725,0.17,0.105
1300,1,1212.9074,0,0,286,11.076,2.913,0.601,0.569,0.517,0.287,0.196
1300,2,1235.725144,0,0,282,11.367,2.89,0.564,0.429,0.528,0.284,0.188
1300,3,1339.38521,0,1,353,11.436,2.98,0.569,0.288,0.507,0.28,0.212
1300,4,1611.175867,0,1,349,11.471,2.994,0.539,0.187,0.487,0.292,0.221
1301,1,916.7891639,0,0,148,11.047,2.973,0.588,0.227,0.703,0.182,0.115
1301,2,1099.814882,0,0,153,11.189,2.928,0.595,0.175,0.673,0.203,0.124
1301,3,1285.942126,0,1,155,11.269,3.026,0.574,0.131,0.723,0.155,0.123
1301,4,1746.528846,0,1,158,11.485,3.013,0.57,0.101,0.741,0.127,0.133
1302,1,842.5328145,0,0,1464,11.586,2.947,0.557,0.17,0.671,0.287,0.042
1302,2,1024.264278,0,0,1444,11.532,2.978,0.562,0.164,0.673,0.281,0.046
1302,3,1219.532377,0,1,1416,11.585,2.944,0.556,0.107,0.683,0.274,0.043
1302,4,1324.35862,0,1,1364,11.637,2.945,0.551,0.073,0.682,0.277,0.041
1303,1,836.4007134,0,0,3721,11.404,3.026,0.536,0.06,0.734,0.156,0.11
1303,2,981.806374,0,0,3802,11.437,3,0.523,0.006,0.729,0.159,0.112
1303,3,1106.211021,0,1,3519,11.414,2.983,0.523,0.004,0.727,0.162,0.111
1303,4,1203.507321,0,1,3533,11.587,2.97,0.497,-0.14,0.73,0.159,0.111
1304,1,925.1302211,0,0,1801,11.469,3.003,0.573,0.213,0.64,0.278,0.082
1304,2,1046.047572,0,0,1786,11.538,3.006,0.563,0.187,0.646,0.272,0.082
1304,3,1256.241962,0,1,1836,11.603,3.023,0.554,0.127,0.644,0.276,0.081
1304,4,1513.941219,0,1,1844,11.631,2.991,0.555,0.12,0.639,0.28,0.081
1305,1,822.7834297,0,0,630,11.668,2.998,0.505,-0.188,0.451,0.438,0.111
1305,2,808.6207145,0,0,635,11.621,3.02,0.509,-0.148,0.454,0.435,0.112
1305,3,950.2379206,0,1,636,11.467,3,0.517,-0.107,0.45,0.439,0.112
1305,4,1027.833442,0,1,668,11.482,2.993,0.513,-0.119,0.46,0.434,0.106
1306,1,800.5646916,0,0,2719,11.845,3.019,0.5,-0.1,0.723,0.195,0.081
1306,2,891.5067578,0,0,2798,11.882,3.02,0.491,-0.153,0.722,0.193,0.085
1306,3,981.5223956,0,1,2670,11.846,2.997,0.491,-0.128,0.72,0.194,0.085
1306,4,1104.87055,0,1,2562,11.825,2.983,0.492,-0.12,0.72,0.195,0.085
1307,1,958.6555583,1,0,255,11.542,3.227,0.533,0.051,0.639,0.204,0.157
1307,2,947.154583,1,0,253,11.683,3.229,0.518,-0.015,0.644,0.217,0.138
1307,3,821.142152,1,1,234,11.648,3.188,0.513,-0.021,0.658,0.205,0.137
1307,4,900.4490851,1,1,275,11.82,3.04,0.491,-0.151,0.651,0.196,0.153
1308,1,844.911341,1,0,866,11.254,2.975,0.595,0.347,0.727,0.199,0.074
1308,2,1163.34296,1,0,870,11.306,2.979,0.587,0.261,0.728,0.199,0.074
1308,3,1170.175542,1,1,861,11.329,2.997,0.566,0.2,0.734,0.192,0.074
1308,4,1268.647107,1,1,848,11.383,2.986,0.567,0.161,0.735,0.192,0.073
1309,1,715.8133483,0,0,123,12.478,3.154,0.577,0.059,0.602,0.341,0.057
1309,2,678.8162126,0,0,158,12.085,3.038,0.538,-0.031,0.601,0.342,0.057
1309,3,843.3639119,0,1,158,11.962,3.013,0.538,-0.073,0.62,0.316,0.063
1309,4,1080.745035,0,1,176,11.332,2.96,0.551,-0.055,0.608,0.312,0.08
1310,1,948.372064,1,0,1370,11.412,3.022,0.514,0.107,0.738,0.153,0.109
1310,2,1115.288055,1,0,1339,11.37,3.044,0.525,0.103,0.742,0.152,0.107
1310,3,1237.699618,1,1,1425,11.381,3.048,0.521,0.046,0.74,0.155,0.105
1310,4,1444.80894,1,1,1380,11.332,3.082,0.523,0.018,0.743,0.15,0.107
1311,1,645.279391,0,0,166,12.166,2.928,0.44,-0.466,0.307,0.349,0.343
1311,2,797.44831,0,0,166,12.144,2.934,0.452,-0.5,0.295,0.386,0.319
1311,3,563.5230873,0,1,189,12.31,2.952,0.444,-0.565,0.291,0.386,0.323
1311,4,909.4610469,0,1,183,12.301,2.907,0.47,-0.511,0.295,0.393,0.311
1312,1,747.2886064,1,0,616,11.544,3.144,0.466,-0.175,0.631,0.289,0.08
1312,2,945.152368,1,0,585,11.581,3.171,0.455,-0.177,0.624,0.291,0.085
1312,3,1037.119267,1,1,571,11.55,3.168,0.461,-0.177,0.639,0.27,0.091
1312,4,1057.490739,1,1,593,11.648,3.169,0.462,-0.217,0.637,0.266,0.096
1313,1,871.5087868,1,0,515,11.254,3.169,0.526,0.082,0.827,0.107,0.066
1313,2,1102.458142,1,0,502,11.368,3.11,0.536,0.091,0.833,0.1,0.068
1313,3,1200.650982,1,1,487,11.394,3.099,0.55,0.087,0.813,0.107,0.08
1313,4,1378.630239,1,1,475,11.444,3.046,0.541,0.068,0.821,0.103,0.076
1314,1,1037.095102,1,0,1664,11.231,3.023,0.572,0.346,0.751,0.189,0.061
1314,2,1228.981701,1,0,1635,11.258,3.031,0.577,0.353,0.747,0.193,0.06
1314,3,1371.902427,1,1,1669,11.354,3.006,0.564,0.255,0.748,0.19,0.062
1314,4,1446.751034,1,1,1697,11.486,3.016,0.543,0.112,0.742,0.196,0.062
1315,1,721.1423431,0,0,286,11.584,3.15,0.51,-0.007,0.703,0.15,0.147
1315,2,818.4195345,0,0,287,11.687,3.153,0.488,-0.062,0.697,0.157,0.146
1315,3,1177.813744,0,1,276,11.548,3.207,0.489,-0.04,0.699,0.138,0.163
1315,4,1168.385564,0,1,266,11.562,3.195,0.504,-0.046,0.695,0.132,0.173
1316,1,1003.778506,0,0,90,10.556,2.956,0.667,0.402,0.589,0.267,0.144
1316,2,936.5726802,0,0,101,10.648,3.03,0.644,0.369,0.594,0.287,0.119
1316,3,1221.453917,0,1,104,10.921,3.038,0.625,0.29,0.577,0.317,0.106
1316,4,1520.85622,0,1,115,11.458,2.974,0.617,0.147,0.574,0.33,0.096
1317,1,983.4838748,1,0,1461,11.272,3.019,0.597,0.293,0.714,0.177,0.109
1317,2,1236.717237,1,0,1450,11.304,2.997,0.589,0.276,0.714,0.175,0.111
1317,3,1351.101652,1,1,1383,11.309,3.003,0.588,0.249,0.719,0.168,0.114
1317,4,1644.804494,1,1,1381,11.34,3.037,0.575,0.157,0.708,0.175,0.117
1318,1,1004.744029,1,0,1372,10.989,3.032,0.606,0.41,0.483,0.225,0.292
1318,2,1310.102669,1,0,1325,11.056,3.083,0.611,0.383,0.475,0.229,0.296
1318,3,1348.09149,1,1,1324,11.006,3.121,0.608,0.345,0.471,0.23,0.3
1318,4,1431.093663,1,1,1306,11.192,3.117,0.593,0.263,0.477,0.229,0.294
1319,1,949.7434959,0,0,446,11.608,3.099,0.502,0.04,0.65,0.316,0.034
1319,2,1111.58889,0,0,460,11.487,3.13,0.509,0.066,0.637,0.333,0.03
1319,3,1378.484963,0,1,442,11.542,3.109,0.507,0.068,0.647,0.324,0.029
1319,4,1340.312321,0,1,445,11.453,3.043,0.503,0.044,0.64,0.333,0.027
1320,1,820.4121203,0,0,180,11.511,2.989,0.556,0.12,0.872,0.128,0
1320,2,960.6522593,0,0,181,11.43,2.972,0.541,0.098,0.873,0.122,0.006
1320,3,1110.364885,0,1,177,11.387,2.977,0.554,0.092,0.87,0.124,0.006
1320,4,1118.925961,0,1,206,11.588,2.956,0.515,-0.039,0.869,0.107,0.024
1321,1,892.1520296,0,0,678,11.544,3.081,0.532,0.116,0.572,0.327,0.1
1321,2,1104.762827,0,0,690,11.498,3.03,0.535,0.111,0.577,0.32,0.103
1321,3,1263.114114,0,1,728,11.455,3.029,0.543,0.076,0.582,0.32,0.098
1321,4,1279.628408,0,1,704,11.447,3.055,0.55,0.03,0.588,0.32,0.092
1322,1,844.999873,0,0,1664,10.958,3.033,0.577,0.315,0.648,0.181,0.171
1322,2,1032.899459,0,0,1733,11.075,3.048,0.565,0.229,0.647,0.185,0.168
1322,3,1139.795865,0,1,1695,11.067,3.028,0.559,0.202,0.651,0.182,0.167
1322,4,1265.202256,0,1,1798,11.101,3.019,0.564,0.16,0.642,0.191,0.167
1323,1,815.5178976,0,0,173,11.646,3.173,0.532,0.031,0.532,0.364,0.104
1323,2,887.5023718,0,0,222,11.785,3.153,0.509,-0.138,0.505,0.383,0.113
1323,3,1059.20263,0,1,252,11.328,3.139,0.532,-0.109,0.496,0.397,0.107
1323,4,1258.89396,0,1,265,11.567,3.147,0.525,-0.236,0.517,0.374,0.109
1324,1,722.1074807,0,0,507,12.147,3.01,0.477,-0.234,0.74,0.211,0.049
1324,2,934.0078917,0,0,469,12.078,2.979,0.486,-0.217,0.731,0.222,0.047
1324,3,1016.931367,0,1,463,11.903,3.002,0.488,-0.197,0.756,0.199,0.045
1324,4,1046.193986,0,1,470,11.935,3.07,0.489,-0.232,0.777,0.183,0.04
1325,1,650.8646685,1,0,104,11.493,2.885,0.51,-0.022,0.644,0.183,0.173
1325,2,961.2154495,1,0,106,11.806,2.915,0.509,-0.121,0.623,0.208,0.17
1325,3,836.0868243,1,1,180,11.96,3.017,0.5,-0.281,0.611,0.2,0.189
1325,4,825.4978589,1,1,167,12.002,3.12,0.521,-0.273,0.605,0.216,0.18
1326,1,756.5888629,1,0,187,12.12,2.957,0.481,-0.217,0.631,0.219,0.15
1326,2,876.2762695,1,0,186,11.984,2.995,0.489,-0.205,0.651,0.215,0.134
1326,3,1002.790522,1,1,191,11.788,3.037,0.508,-0.084,0.644,0.215,0.141
1326,4,1168.537276,1,1,207,11.725,2.952,0.517,-0.076,0.623,0.227,0.15
1327,1,808.0339269,1,0,337,12.044,2.899,0.513,-0.197,0.552,0.294,0.154
1327,2,848.5575971,1,0,364,11.895,2.918,0.522,-0.148,0.547,0.299,0.154
1327,3,926.0704381,1,1,361,12.036,2.898,0.529,-0.121,0.546,0.302,0.152
1327,4,1127.870898,1,1,351,11.926,2.897,0.519,-0.125,0.567,0.288,0.145
1328,1,928.5649308,0,0,272,11.939,3.11,0.467,-0.186,0.724,0.151,0.125
1328,2,800.8494863,0,0,274,11.787,3.117,0.464,-0.192,0.723,0.153,0.124
1328,3,877.7545834,0,1,274,11.889,3.109,0.482,-0.17,0.719,0.161,0.12
1328,4,1295.404024,0,1,273,11.688,3.084,0.491,-0.154,0.722,0.154,0.125
1329,1,836.3153433,1,0,677,11.185,3.037,0.601,0.298,0.617,0.174,0.208
1329,2,1112.628696,1,0,714,11.427,3.022,0.581,0.188,0.601,0.182,0.217
1329,3,1130.88023,1,1,737,11.387,3.008,0.569,0.149,0.602,0.178,0.22
1329,4,1495.102515,1,1,717,11.419,3.011,0.556,0.105,0.612,0.16,0.227
1330,1,947.7207981,1,0,982,11.265,2.98,0.577,0.275,0.69,0.248,0.061
1330,2,1227.312537,1,0,961,11.237,2.965,0.579,0.277,0.693,0.247,0.06
1330,3,1306.709207,1,1,965,11.297,2.976,0.571,0.222,0.689,0.253,0.058
1330,4,1573.842318,1,1,957,11.343,2.933,0.563,0.169,0.688,0.249,0.064
1331,1,607.9731624,0,0,182,11.992,3.115,0.484,-0.17,0.841,0.093,0.066
1331,2,694.1783994,0,0,188,12.013,3.117,0.484,-0.228,0.851,0.096,0.053
1331,3,771.3680899,0,1,196,12.006,3.133,0.459,-0.308,0.837,0.102,0.061
1331,4,914.7110322,0,1,195,11.848,3.231,0.446,-0.354,0.831,0.103,0.067
1332,1,779.9798312,0,0,952,11.302,2.869,0.544,0.222,0.519,0.303,0.179
1332,2,1205.095763,0,0,974,11.338,2.852,0.535,0.182,0.514,0.303,0.183
1332,3,1255.406045,0,1,1016,11.525,2.889,0.531,0.062,0.507,0.309,0.184
1332,4,1287.078925,0,1,1021,11.63,2.916,0.523,0.006,0.505,0.314,0.18
1333,1,1000.963228,0,0,517,12.515,3.066,0.447,-0.364,0.706,0.184,0.11
1333,2,952.4750396,0,0,510,12.528,3.108,0.455,-0.338,0.694,0.19,0.116
1333,3,1093.543439,0,1,499,12.751,3.08,0.455,-0.305,0.685,0.188,0.126
1333,4,1410.093068,0,1,470,12.669,3.074,0.46,-0.298,0.685,0.196,0.119
1334,1,1203.934519,0,0,285,11.478,2.968,0.554,0.047,0.47,0.393,0.137
1334,2,1012.597969,0,0,286,11.343,2.906,0.552,0.067,0.448,0.409,0.143
